Sample File,NoC_True,mac_profile,total_distinct_alleles,avg_alleles_per_locus,std_alleles_per_locus,loci_gt2_alleles,loci_gt3_alleles,loci_gt4_alleles,loci_gt5_alleles,loci_gt6_alleles,allele_count_dist_entropy,avg_peak_height,std_peak_height,avg_phr,std_phr,min_phr,median_phr,num_loci_with_phr,num_severe_imbalance_loci,ratio_severe_imbalance_loci,skewness_peak_height,kurtosis_peak_height,modality_peak_height,num_saturated_peaks,ratio_saturated_peaks,inter_locus_balance_entropy,avg_locus_allele_entropy,peak_height_entropy,num_loci_with_effective_alleles,num_loci_no_effective_alleles,height_size_correlation,height_size_slope,weighted_height_size_slope,phr_size_slope,locus_dropout_score_weighted_by_size,degradation_index_rfu_per_bp,info_completeness_ratio_small_large,avg_allele_freq,num_rare_alleles,min_allele_freq,avg_locus_sum_neg_log_freq,baseline_pred,预测正确,corrected_pred
B01_RD14-0003-44_45-1;1-M2S30-0.25IP-Q3.0_002.5sec.fsa,2,8,33,3.037037037037037,3.081975908175711,15,13,12,12,9,1.6072677573954643,29.48062015503876,59.361459084261085,0.7582089552238805,0.0,0.7582089552238805,0.7582089552238805,1,0,0.0,3.1606232402748375,13.826371712681148,2,0,0.0,2.4590186860811847,1.3860475747572325,2.297113148157213,16,11,-0.41400816093581055,-0.32008564288282293,-1.2001956335893624,0.0,0,0,0,0.0,0.0,0.0,0.0,2,True,2
C01_RD14-0003-44_45-1;1-M2S30-0.126IP-Q3.0_003.5sec.fsa,2,14,41,3.0,3.4862366749614337,15,13,12,9,5,1.7613004639865633,19.058333333333334,32.529055101098585,0.5809151785714286,0.31646185184799724,0.35714285714285715,0.5809151785714286,2,1,0.5,2.7121301646297846,10.616903265501886,1,0,0.0,2.4994097866286045,1.401306731001866,2.4062238546281303,16,11,-0.4774688487321769,-0.215471633846109,-0.5817801796401824,-0.0035248061971894376,0,0,0,0.0,0.0,0.0,0.0,2,True,2
D01_RD14-0003-44_45-1;1-M3S30-0.062IP-Q3.1_004.5sec.fsa,2,9,35,2.6666666666666665,2.8147960713126134,15,13,11,8,6,1.7099562284895304,12.775,19.408679726851485,0.4830927559476076,0.6009746086026806,0.05813953488372093,0.4830927559476076,2,1,0.5,2.348196337147711,7.9317098203119,2,0,0.0,2.5489341060975597,1.5221446928724682,2.340811261633467,16,11,-0.4407353303326081,-0.11450164804792222,-0.31786112153066814,-0.019955539848034123,0,0,0,0.0,0.0,0.0,0.0,2,True,2
E01_RD14-0003-44_45-1;1-M4S30-0.03IP-Q3.2_001.5sec.fsa,2,9,31,2.5925925925925926,2.721131824178756,15,14,10,8,4,1.6779915537726655,7.530769230769231,8.298863713700857,0.5,0.0,0.5,0.5,1,1,1.0,2.5882018541085565,10.349441777318894,3,0,0.0,2.588372500997649,1.6601489083788712,2.2219393036804975,16,11,-0.3422145877200825,-0.04060654113907,-0.10668468357811958,0.0,0,0,0,0.0,0.0,0.0,0.0,3,False,3
A02_RD14-0003-44_45-1;1-M4d-0.031IP-Q0.9_001.5sec.fsa,2,8,35,2.5185185185185186,2.6219542091050854,15,13,11,7,4,1.7099562284895304,11.890625,18.1872302588434,0.425531914893617,0.0,0.425531914893617,0.425531914893617,1,1,1.0,2.9136241312573476,12.842120096150962,4,0,0.0,2.6333573660676435,1.474872602514501,2.2862685841528525,16,11,-0.34896600112986803,-0.08358795678287807,-0.2207116409440119,0.0,0,0,0,0.0,0.0,0.0,0.0,2,True,2
B01_RD14-0003-44_45-1;1-M3a-0.25IP-Q0.5_002.5sec.fsa,2,9,34,2.925925925925926,3.0875173736780064,15,13,12,9,7,1.793265138703428,129.24107142857142,167.20259306233748,0.5830611908296223,0.13829576465957577,0.48527131782945737,0.5830611908296223,2,1,0.5,1.1681995335206958,3.4925070799081457,2,0,0.0,2.7555594872288713,1.1354933972281602,2.2342517987126502,16,11,-0.13278070704989864,-0.2996548426009939,0.028976388587106848,-0.0015412115524060664,0,0,0,0.0,0.0,0.0,0.0,2,True,2
B02_RD14-0003-44_45-1;1-M2e-0.25IP-Q0.8_002.5sec.fsa,2,12,39,3.4074074074074074,3.7237208362197167,15,15,12,11,7,1.812644699483596,53.94326241134752,87.91845028609876,0.0,0.0,0.0,0.0,0,0,0.0,2.0920898576901816,7.174622528523813,2,0,0.0,2.6904823772319144,1.2928099248570184,2.2364068473857484,16,11,-0.3950608551810559,-0.4707576989360276,-1.0560242042702006,0.0,0,0,0,0.0,0.0,0.0,0.0,2,True,2
C01_RD14-0003-44_45-1;1-M3a-0.126IP-Q0.5_003.5sec.fsa,2,9,31,2.814814814814815,2.922552059640776,15,14,12,9,5,1.7613004639865633,67.41121495327103,87.04281675422713,0.6571428571428571,0.0,0.6571428571428571,0.6571428571428571,1,0,0.0,1.3228085991592922,4.005388058984048,2,0,0.0,2.760629107024169,1.124693360851592,2.3693862694040013,16,11,-0.11111873148259747,-0.12192621134063959,-0.14378570427553147,0.0,0,0,0,0.0,0.0,0.0,0.0,2,True,2
D01_RD14-0003-44_45-1;1-M3a-0.062IP-Q0.5_004.5sec.fsa,2,11,37,3.1481481481481484,3.359300564834931,15,14,14,8,7,1.6905766675093619,37.2589928057554,56.26378583138233,0.7808988764044944,0.0,0.7808988764044944,0.7808988764044944,1,0,0.0,1.8270221524956902,5.895051655644735,2,0,0.0,2.7411961216311447,1.2868880142400327,2.338949626030259,16,11,-0.039641396676250974,-0.030430346483101542,0.20699656989767662,0.0,0,0,0,0.0,0.0,0.0,0.0,2,True,2
D02_RD14-0003-44_45-1;1-M4e-0.062IP-Q1.3_004.5sec.fsa,2,12,39,3.4074074074074074,3.5546206035704624,15,15,14,12,8,1.7293357892696988,15.653333333333334,27.051277846150256,0.0,0.0,0.0,0.0,0,0,0.0,3.8148312974733676,21.039119613909676,2,0,0.0,2.6600045406613595,1.544779477103957,2.241463965637492,16,11,-0.3176930735315833,-0.11959192389539433,-0.47506095071461174,0.0,0,0,0,0.0,0.0,0.0,0.0,2,True,2
E01_RD14-0003-44_45-1;1-M4a-0.031IP-Q0.5_001.5sec.fsa,2,9,35,2.925925925925926,3.075035033270427,15,13,12,10,6,1.7613004639865633,26.466666666666665,39.67259565415874,0.7075471698113207,0.0,0.7075471698113207,0.7075471698113207,1,0,0.0,2.2927928333371947,10.17815970608046,2,0,0.0,2.714487956934249,1.2035858944920421,2.3165289322254616,16,11,-0.04237534488991483,-0.023368123450259216,0.03966097157452284,0.0,0,0,0,0.0,0.0,0.0,0.0,2,True,2
E02_RD14-0003-44_45-1;1-M4e-0.031IP-Q1.3_001.5sec.fsa,2,6,33,2.3703703703703702,2.322931638256149,15,15,10,6,3,1.443876845648228,11.428571428571429,16.16397634476527,0.0,0.0,0.0,0.0,0,0,0.0,2.62783728357945,9.974621446925108,3,0,0.0,2.642946588445671,1.4557116450798429,2.3002962543926393,16,11,-0.259570116459824,-0.05631325566226717,-0.16795665202418417,0.0,0,0,0,0.0,0.0,0.0,0.0,2,True,2
F01_RD14-0003-44_45-1;1-M2d-0.25IP-Q0.7_002.5sec.fsa,2,9,33,3.3703703703703702,3.3414431261420816,15,14,14,13,10,1.64925378773636,92.5,137.47951011870583,0.754,0.0,0.754,0.754,1,0,0.0,1.685791007496628,5.2369134071735335,2,0,0.0,2.700464390791751,1.1610972257488081,2.315475858573088,16,11,-0.27860870714831143,-0.508084869982738,-1.0656772218755417,0.0,0,0,0,0.0,0.0,0.0,0.0,2,True,2
G01_RD14-0003-44_45-1;1-M3d-0.126IP-Q0.5_003.5sec.fsa,2,10,34,3.2962962962962963,3.3605724651385356,15,14,14,11,9,1.6905766676093616,51.312,77.51050043329197,0.8112449799196787,0.0,0.8112449799196787,0.8112449799196787,1,0,0.0,1.7524171451100514,5.452384422228365,2,0,0.0,2.6816918258298457,1.2118737700225057,2.327817752401,16,11,-0.3270513541781222,-0.36267196671071594,-0.6096135825635153,0.0,0,0,0,0.0,0.0,0.0,0.0,2,True,2
H01_RD14-0003-44_45-1;1-M4d-0.062IP-Q0.9_004.5sec.fsa,2,13,35,3.074074074074074,3.3503837429571,15,14,13,11,5,1.6198528711321605,26.28,38.7101720398507,0.9927536231884058,0.0,0.9927536231884058,0.9927536231884058,1,0,0.0,1.9340690924548,6.17147422079259,2,0,0.0,2.7016429570061207,1.2605058791564427,2.4458400088124126,16,11,-0.34978083791737513,-0.19852274708640258,-0.3128012744069504,0.0,0,0,0,0.0,0.0,0.0,0.0,2,True,2
A03_RD14-0003-46_47_48-1;1;1-M3S10-0.045IP-Q1.4_001.5sec.fsa,3,9,31,2.5555555555555554,2.6937724952954465,15,14,11,7,2,1.5659448775224625,12.678571428571429,17.22464936329752,0.07575757575757576,0.0,0.07575757575757576,0.07575757575757576,1,1,1.0,2.791890023096344,12.832376077489453,3,0,0.0,2.609215760614855,1.513372395628964,2.405345478740082,16,11,-0.3595281980685786,-0.08403296329095165,-0.2061383167696668,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
F02_RD14-0003-46_47_48-1;1;1-M2S10-0.375IP-Q1.2_002.5sec.fsa,3,12,39,3.3333333333333335,3.689903063141986,15,14,14,10,6,1.7293357892696988,67.77868852459017,117.67039779517226,0.8729166666666667,0.0,0.8729166666666667,0.8729166666666667,1,0,0.0,2.541229555255506,9.3802435744329,2,0,0.0,2.5935227095451276,1.3303817982782205,2.487558157188739,16,11,-0.419053856258479,-0.6992802994547175,-1.730046497235056,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
G02_RD14-0003-46_47_48-1;1;1-M2S10-0.189IP-Q1.2_003.5sec.fsa,3,15,40,3.5555555555555554,4.079341324408346,15,14,13,11,7,1.8320242603637649,36.116883116883116,68.55062992726003,0.6270718232044199,0.0,0.6270718232044199,0.6270718232044199,1,0,0.0,2.8814644819960673,11.732453416660364,3,0,0.0,2.5994048071556737,1.4700245305898538,2.296276313149877,16,11,-0.3729648982615584,-0.34830162681452914,-0.9456430816057438,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
H02_RD14-0003-46_47_48-1;1;1-M3S10-0.093IP-Q1.4_004.5sec.fsa,3,10,36,3.037037037037037,3.31060628286028,15,13,12,10,6,1.7806800248667318,27.714285714285715,41.73736601664894,0.6995305164319249,0.0,0.6995305164319249,0.6995305164319249,1,0,0.0,2.3558444034250754,8.448630152297431,2,0,0.0,2.5926532411563747,1.358894908657696,2.410535266394,16,11,-0.40692700299622,-0.24239345449335378,-0.594072358697772,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
A07_RD14-0003-46_47_48-1;1;1-M4d-0.045IP-Q0.6_001.5sec.fsa,3,11,37,2.962962962962963,3.240150536406526,15,14,13,7,5,1.741920903006395,19.93525179856115,25.25900861913716,0.9120879120879121,0.0,0.9120879120879121,0.9120879120879121,1,0,0.0,1.9589182227883488,6.22956958770437,2,0,0.0,2.7175132078391915,1.5332715600125222,2.3200064415352606,16,11,-0.21903024931640733,-0.08093458338493827,-0.18542501244914877,0.0,0,0,0,0.0,0.0,0.0,0.0,2,False,2
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,3,9,37,3.4074074074074074,3.4335366299449595,15,14,13,12,11,1.7293357892696986,241.1551724137931,307.76593600383694,0.9425287356321839,0.0,0.9425287356321839,0.9425287356321839,1,0,0.0,1.7394131411612026,6.530773191468565,1,0,0.0,2.756136627092873,1.2651087841802042,2.2866782370057814,16,11,-0.16055500573013604,-0.6850718742150332,-0.5014239323019867,0.0,0,0,0,0.0,0.0,0.0,0.0,5,False,5
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,3,10,39,3.1481481481481484,3.2781761310885584,15,14,13,11,7,1.812644699483596,71.5,121.58665881928363,0.9367909238249594,0.0,0.9367909238249594,0.9367909238249594,1,0,0.0,2.6644587458618254,10.45383665473014,1,0,0.0,2.6484704940507844,1.4270256761302846,2.3375958996666957,16,11,-0.3558900112594007,-0.5864078585739726,-1.8070151567317685,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
C06_RD14-0003-46_47_48-1;1;1-M3a-0.189IP-Q0.5_003.5sec.fsa,3,10,36,3.2222222222222223,3.3204880703958306,15,14,13,12,8,1.7806800247667316,111.65546218487395,162.2518150103381,0.8794520547945206,0.0,0.8794520547945206,0.8794520547945206,1,0,0.0,2.534678595727531,10.972006444257206,2,0,0.0,2.7349246029067333,1.2797898730559047,2.433418040128544,16,11,-0.08441402113324407,-0.1973504896299872,-0.4268448608437843,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
C07_RD14-0003-46_47_48-1;1;1-M2e-0.189IP-Q1.0_003.5sec.fsa,3,14,40,3.5185185185185186,3.7964595892891326,15,14,14,11,10,1.7419209031063947,41.714285714285715,72.74206506471079,0.7607223476297968,0.0,0.7607223476297968,0.7607223476297968,1,0,0.0,3.033925233358706,13.301421105480134,2,0,0.0,2.6884363054851996,1.5382640787525665,2.3831144607087347,16,11,-0.36324101564352157,-0.37304460870107237,-1.1296571476249855,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
D06_RD14-0003-46_47_48-1;1;1-M3a-0.093IP-Q0.5_004.5sec.fsa,3,11,37,3.2962962962962963,3.46204491388471,15,14,14,10,9,1.6586119928924972,62.71212121212121,93.73118378526286,0.6609442060085837,0.0,0.6609442060085837,0.6609442060085837,1,0,0.0,2.4377387076526733,9.892564142076541,2,0,0.0,2.7366601721831483,1.366566659326161,2.4874566636482123,16,11,-0.04894957618726007,-0.06243912067813043,-0.21373539943394526,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
E06_RD14-0003-46_47_48-1;1;1-M3a-0.045IP-Q0.5_001.5sec.fsa,3,10,38,3.2962962962962963,3.394733645548134,15,14,14,11,8,1.7738855778232594,40.00769230769231,58.20233301403548,0.34146341463414637,0.0,0.34146341463414637,0.34146341463414637,1,1,1.0,2.3666523880370556,9.002827312112874,2,0,0.0,2.730160779647762,1.3887288005412657,2.4970655139043405,16,11,-0.13025861524492185,-0.10860708846634021,-0.1527646499460751,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
E07_RD14-0003-46_47_48-1;1;1-M3e-0.093IP-Q0.8_001.5sec.fsa,3,14,43,3.2222222222222223,3.703774928090086,15,14,12,8,7,1.8320242603637649,20.320261437908496,29.07423655936898,0.34394904458598724,0.0,0.34394904458598724,0.34394904458598724,1,1,1.0,2.678022520314772,10.360841055567438,2,0,0.0,2.7132035106615815,1.6027938731834357,2.3329530481466434,16,11,-0.15769263328501532,-0.061753571080721006,-0.2159508594273964,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
F06_RD14-0003-46_47_48-1;1;1-M3d-0.375IP-Q0.5_002.5sec.fsa,3,9,32,3.259259259259259,3.392214985392657,15,14,13,11,7,1.7613004639865633,115.4672131147541,163.63435273644367,0.9798792756539235,0.0,0.9798792756539235,0.9798792756539235,1,0,0.0,1.8420309493467848,5.857762614853405,2,0,0.0,2.7249893800323024,1.2868460769919277,2.48096384233997,16,11,-0.2659496248438321,-0.5962329698412164,-1.0909033995455144,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
F07_RD14-0003-46_47_48-1;1;1-M3e-0.045IP-Q0.8_002.5sec.fsa,3,11,40,3.074074074074074,3.2216327194323964,15,14,13,10,7,1.6905766676093616,14.802919708029197,18.141534817381647,0.6976744186046512,0.0,0.6976744186046512,0.6976744186046512,1,0,0.0,2.815983724262742,11.464209564681498,3,0,0.0,2.70959990684506,1.7131541325962791,2.2600360832891466,16,11,-0.23761419865554,-0.05953200149622071,-0.18860709925828179,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
G06_RD14-0003-46_47_48-1;1;1-M4d-0.189IP-Q0.6_003.5sec.fsa,3,10,36,3.4444444444444446,3.5337203464874647,15,14,14,13,8,1.64925378773636,51.91240875912409,79.72383163260926,0.7430830039525692,0.0,0.7430830039525692,0.7430830039525692,1,0,0.0,2.4827477311884802,10.204238074510465,2,0,0.0,2.725441456840827,1.3895622701578956,2.3463061126779206,16,11,-0.20557740529253107,-0.22860949665674554,-0.7179780853195564,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
H06_RD14-0003-46_47_48-1;1;1-M4d-0.093IP-Q0.6_004.5sec.fsa,3,9,38,3.3333333333333335,3.3166247903553994,15,14,14,12,9,1.6198528711321605,36.93700787401575,58.172260343877035,0.8905109489051095,0.0,0.8905109489051095,0.8905109489051095,1,0,0.0,3.228804692603125,17.644826164824522,2,0,0.0,2.7265646113597555,1.3519996430020138,2.412946987020224,16,11,-0.1294727942935826,-0.0985926338567494,-0.12901242590324444,0.0,0,0,0,0.0,0.0,0.0,0.0,3,True,3
B05_RD14-0003-40_41_42_43-1;1;1;1-M3S10-0.06IP-Q1.5_002.5sec.fsa,4,9,38,2.7777777777777777,2.886751345948129,15,14,11,9,6,1.7225413423262266,10.740157480314961,11.31736451907169,0.547945205479452,0.0,0.547945205479452,0.547945205479452,1,1,1.0,3.079820170256276,14.719623096391246,3,0,0.0,2.670689544730168,1.7512498180888336,2.2911794495222506,16,11,-0.3953392012815007,-0.061440954703610516,-0.15463342811274386,0.0,0,0,0,0.0,0.0,0.0,0.0,5,False,5
G04_RD14-0003-40_41_42_43-1;1;1;1-M1S10-0.5IP-Q1.3_003.5sec.fsa,4,13,44,3.5925925925925926,4.002492101171846,15,14,13,12,7,1.7907013804907628,85.3076923076923,134.5024045866635,0.4595744680851064,0.0,0.4595744680851064,0.4595744680851064,1,1,1.0,2.9895669365077566,15.989424296580331,2,0,0.0,2.6070091322833178,1.4781489752916896,2.4350799849468907,16,11,-0.5452700127328235,-1.0051011955069955,-2.2478595242169366,0.0,0,0,0,0.0,0.0,0.0,0.0,4,True,4
H04_RD14-0003-40_41_42_43-1;1;1;1-M2S10-0.252IP-Q1.3_004.5sec.fsa,4,11,44,3.6666666666666665,3.7825510317366917,15,14,14,11,11,1.6905766676093616,45.1156462585034,72.74062732137307,0.5243128964059197,0.0,0.5243128964059197,0.5243128964059197,1,1,1.0,2.8554902629225913,13.164096409553034,3,0,0.0,2.6333788824767086,1.588147603894192,2.425064844188022,16,11,-0.4420197378127754,-0.4455417910235522,-1.0937386028138882,0.0,0,0,0,0.0,0.0,0.0,0.0,4,True,4
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,4,12,38,3.5185185185185186,3.6728774128778774,15,14,14,12,10,1.7613004639865633,176.67441860465115,225.16543094712532,0.42081447963800905,0.0,0.42081447963800905,0.42081447963800905,1,1,1.0,1.669337259929757,5.945617479629046,1,0,0.0,2.7410478710431403,1.3689636799379448,2.4094318400220227,16,11,-0.1525289532393674,-0.4729783144664928,-0.172844675296455,0.0,0,0,0,0.0,0.0,0.0,0.0,4,True,4
B02_RD14-0003-40_41_42_43-1;1;1;1-M2e-0.5IP-Q3.2_002.5sec.fsa,4,14,47,3.814814814814815,4.288060679079109,15,14,12,11,11,1.812644699483596,38.64150943396226,72.44528996569424,0.42322834645669294,0.0,0.42322834645669294,0.42322834645669294,1,1,1.0,3.7665615600173448,21.42535755038578,3,0,0.0,2.6180775216649335,1.5485656467476214,2.3526799144852286,16,11,-0.38667539962652264,-0.3850298861062164,-1.4084038861287074,0.0,0,0,0,0.0,0.0,0.0,0.0,4,True,4
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,4,12,42,3.7037037037037037,4.007827099898156,15,14,14,11,9,1.8126446995835963,92.55905511811024,122.64729748368896,0.5304518664047151,0.0,0.5304518664047151,0.5304518664047151,1,1,1.0,2.406022993822248,11.122345111267169,2,0,0.0,2.7562344299389476,1.411247433246061,2.4304599716107167,16,11,-0.2632282413531071,-0.43126023276710557,-0.12155955231406466,0.0,0,0,0,0.0,0.0,0.0,0.0,4,True,4
C02_RD14-0003-40_41_42_43-1;1;1;1-M2e-0.252IP-Q3.2_003.5sec.fsa,4,9,42,3.3703703703703702,3.4322917679921647,15,14,13,12,9,1.793265138703428,22.155405405405407,39.66418779846727,0.46830985915492956,0.0,0.46830985915492956,0.46830985915492956,1,1,1.0,3.7846085974945263,20.897915878668147,1,0,0.0,2.60959849283682,1.5851109196290898,2.328674727120107,16,11,-0.37010226544929503,-0.19715239911617388,-0.7522235675899764,0.0,0,0,0,0.0,0.0,0.0,0.0,4,True,4
D01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.124IP-Q0.9_004.5sec.fsa,4,10,39,3.5555555555555554,3.630356343320471,15,14,14,13,9,1.761300463986563,65.30656934306569,95.58808395800023,0.3619402985074627,0.0,0.3619402985074627,0.3619402985074627,1,1,1.0,2.1473922421881513,8.33705356362126,2,0,0.0,2.7270476382637083,1.3777505322482706,2.4445624747657173,16,11,-0.12221439195943534,-0.1629889214386092,-0.1296745610631735,0.0,0,0,0,0.0,0.0,0.0,0.0,4,True,4
D02_RD14-0003-40_41_42_43-1;1;1;1-M2e-0.124IP-Q3.2_004.5sec.fsa,4,11,40,3.3703703703703702,3.4657460973643195,15,15,13,11,9,1.741920903206395,17.876543209876544,27.875001697818796,0.0,0.0,0.0,0.0,0,0,0.0,2.8951575394708446,13.565002725089547,2,0,0.0,2.5997052628092754,1.7134234778385928,2.349936172364359,16,11,-0.38102481525132176,-0.1489371915053711,-0.4778737654035742,0.0,0,0,0,0.0,0.0,0.0,0.0,3,False,3
E01_RD14-0003-40_41_42_43-1;1;1;1-M4a-0.06IP-Q0.7_001.5sec.fsa,4,12,41,3.5555555555555554,3.6620016944638913,15,15,14,14,8,1.6198528711321605,28.057142857142857,43.9233753057848,0.0,0.0,0.0,0.0,0,0,0.0,2.9093583560429264,14.700738832362893,3,0,0.0,2.704621446834582,1.42380196118045,2.4467922181344584,16,11,-0.15561588586683128,-0.0882233020704924,-0.05111364480410333,0.0,0,0,0,0.0,0.0,0.0,0.0,4,True,4
E02_RD14-0003-40_41_42_43-1;1;1;1-M4e-0.06IP-Q5.6_001.5sec.fsa,4,12,33,2.5555555555555554,3.055050463303893,13,12,11,7,4,1.7613004639865633,8.792592592592593,11.124194618707014,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,1,1,1.0,3.5037825610219393,18.10784715966159,2,0,0.0,2.5440696091598403,1.650924285752666,2.3826975848604803,16,11,-0.3027035695606759,-0.04652693219833419,-0.15928818447553228,0.0,0,0,0,0.0,0.0,0.0,0.0,4,True,4
A06_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1S30-0.315IP-Q2.4_001.5sec.fsa,5,13,40,3.1481481481481484,3.634278086219766,15,13,11,10,8,1.73935714499373,45.86153846153846,86.39083301266716,0.9414141414141414,0.0,0.9414141414141414,0.9414141414141414,1,0,0.0,3.7563039342261866,19.36536955263204,2,0,0.0,2.3809985849433866,1.61955840939497,2.3982123940074422,16,11,-0.45929405167090614,-0.5374791452331519,-1.9800499519266215,0.0,0,0,0,0.0,0.0,0.0,0.0,3,False,3
B06_RD14-0003-30_31_32_33_34-1;1;1;1;1-M2S30-0.155IP-Q2.9_002.5sec.fsa,5,10,37,3.037037037037037,3.2638047816040796,15,14,12,9,6,1.793265138703428,17.387755102040817,30.26197237992223,0.9578947368421052,0.0,0.9578947368421052,0.9578947368421052,1,0,0.0,4.407236259515046,25.32983182144598,3,0,0.0,2.557263548310456,1.7519992593630667,2.1398904298056096,16,11,-0.29380398230903076,-0.12082169374939826,-0.5829425924332604,0.0,0,0,0,0.0,0.0,0.0,0.0,5,True,5
C06_RD14-0003-30_31_32_33_34-1;1;1;1;1-M2S30-0.075IP-Q2.9_003.5sec.fsa,5,9,31,2.4814814814814814,2.72270185901898,14,12,11,7,4,1.7613004639865633,10.880952380952381,13.84289399965608,0.2988505747126437,0.0,0.2988505747126437,0.2988505747126437,1,1,1.0,3.928025923307128,21.997872529674414,1,0,0.0,2.608687379572891,1.7547816542071335,2.2979517707071144,16,11,-0.33635494388029136,-0.059672677121481534,-0.19632490016567603,0.0,0,0,0,0.0,0.0,0.0,0.0,5,True,5
H05_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1S30-0.625IP-Q2.4_004.5sec.fsa,5,11,40,3.6296296296296298,3.7122266607289456,15,14,14,12,11,1.7613004639865633,85.5,157.79170108162393,0.835985312117503,0.0,0.835985312117503,0.835985312117503,1,0,0.0,3.2667309193660987,15.781366829539444,3,0,0.0,2.419620962752398,1.5186158322231966,2.484675221649348,16,11,-0.5292719281483111,-1.1680105448313856,-3.4641756408906894,0.0,0,0,0,0.0,0.0,0.0,0.0,5,True,5
A07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M2d-0.075IP-Q2.8_001.5sec.fsa,5,8,33,2.6296296296296298,2.775554665954844,15,14,10,7,5,1.7099562284895302,16.166666666666668,21.692671573598307,0.0,0.0,0.0,0.0,0,0,0.0,4.274382351562333,29.227705786509517,3,0,0.0,2.598295902063676,1.7082479078947141,2.1952443260426717,16,11,-0.4351366971508287,-0.12605896034119815,-0.3521540539210039,0.0,0,0,0,0.0,0.0,0.0,0.0,5,True,5
B06_RD14-0003-30_31_32_33_34-1;1;1;1;1-M2a-0.625IP-Q0.7_002.5sec.fsa,5,10,36,3.5185185185185186,3.534123440123235,15,14,14,13,11,1.6686333486165286,259.3524590163934,309.36872333410554,0.9852774631936579,0.0,0.9852774631936579,0.9852774631936579,1,0,0.0,1.5379006372524289,5.346155476732865,1,0,0.0,2.7508239419128624,1.3991178028786528,2.378691069649816,16,11,-0.21997161338422544,-0.911433596862384,-0.33175022339025784,0.0,0,0,0,0.0,0.0,0.0,0.0,5,True,5
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,5,15,43,3.962962962962963,4.309930228611431,15,14,14,13,10,1.844609374200461,79.03424657534246,128.24832670191932,0.9828125,0.0,0.9828125,0.9828125,1,0,0.0,3.258551010091159,16.277267186295166,2,0,0.0,2.620127127489053,1.5954312077416613,2.3844850678011236,16,11,-0.44376232669184973,-0.7752686539695153,-1.9366044378296234,0.0,0,0,0,0.0,0.0,0.0,0.0,5,True,5
C06_RD14-0003-30_31_32_33_34-1;1;1;1;1-M2a-0.315IP-Q0.7_003.5sec.fsa,5,13,37,3.888888888888889,4.03192389020555,15,15,14,14,10,1.7613004639865633,136.24615384615385,178.6247229578232,0.0,0.0,0.0,0.0,0,0,0.0,1.9608805272386343,7.545732351029978,2,0,0.0,2.743442733186057,1.406728825478322,2.460955562148126,16,11,-0.0977558575809006,-0.23451233114666292,-0.40047550023356204,0.0,0,0,0,0.0,0.0,0.0,0.0,5,True,5
C07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.315IP-Q1.9_003.5sec.fsa,5,15,40,3.925925925925926,4.2055451117078375,15,15,14,14,10,1.6905766676093616,43.042857142857144,66.32000809553927,0.0,0.0,0.0,0.0,0,0,0.0,3.4262908925768065,19.14978488665131,2,0,0.0,2.6331548580847617,1.5840106854444795,2.4047088810784873,16,11,-0.35601696128580645,-0.32389126325473744,-0.920775365774622,0.0,0,0,0,0.0,0.0,0.0,0.0,5,True,5
